neg,neu,pos,compound,entropy,class
0.029,0.646,0.325,0.9789,4.189647665139663,7
0.073,0.588,0.339,0.9479,4.187256575647994,7
0.229,0.528,0.243,0.1499,4.258840220285186,7
0.048,0.61,0.341,0.9924,4.182365398135861,7
0.102,0.575,0.323,0.9741,4.248381610596118,7
0.078,0.646,0.277,0.9902,4.197392393511838,7
0.034,0.693,0.273,0.9349,4.1916270620032545,7
0.094,0.626,0.28,0.9984,4.212539835403867,7
0.14,0.557,0.304,0.9661,4.20003215759953,7
0.141,0.574,0.285,0.9255,4.335746713794759,7
0.085,0.693,0.222,0.8892,4.189166342793607,7
0.109,0.722,0.169,0.9266,4.21555653484844,7
0.082,0.706,0.211,0.9863,4.207792639246964,7
0.107,0.657,0.235,0.9964,4.191678447949956,7
0.172,0.678,0.149,-0.446,4.177328832309297,7
0.049,0.679,0.272,0.9845,4.185935806004704,7
0.106,0.656,0.238,0.9807,4.182194235787534,7
0.106,0.633,0.261,0.9957,4.185082568221812,7
0.111,0.626,0.263,0.9737,4.196920231283988,7
0.279,0.627,0.094,-0.743,4.162978680362575,7
0.261,0.413,0.326,0.25,4.220471979669785,7
0.081,0.605,0.314,0.9848,4.165332467831195,7
0.118,0.698,0.184,0.833,4.193341140335857,7
0.165,0.591,0.243,0.9672,4.164517046163175,7
0.184,0.47,0.346,0.96,4.226003789795155,7
0.263,0.499,0.238,-0.9275,4.180182327084663,7
0.118,0.625,0.257,0.9349,4.175294195753003,7
0.171,0.516,0.314,0.8815,4.1655925752892,7
0.139,0.59,0.271,0.9943,4.199959498034416,7
0.199,0.46,0.341,0.9297,4.147393873842565,7
0.195,0.675,0.13,-0.6194,4.165798163971402,7
0.285,0.555,0.16,-0.8591,4.1592370810482935,7
0.142,0.659,0.199,0.5856,4.181597507625022,7
0.092,0.666,0.242,0.9404,4.2463451029781565,7
0.134,0.59,0.276,0.99,4.220088536603928,7
0.112,0.69,0.198,0.9417,4.170396493868917,7
0.179,0.544,0.277,0.9365,4.161518370860439,7
0.048,0.789,0.163,0.91,4.1963690679829755,7
0.103,0.513,0.384,0.9531,4.15484685588473,7
0.11,0.754,0.136,0.3202,4.2398439653371645,7
0.066,0.585,0.349,0.9779,4.155328455427303,7
0.064,0.606,0.33,0.9816,4.191101800664952,7
0.087,0.648,0.265,0.9122,4.1162217807441595,7
0.106,0.653,0.241,0.8845,4.172846910905569,7
0.05,0.648,0.302,0.9944,4.195304963955552,7
0.04,0.655,0.305,0.9825,4.19680315209958,7
0.132,0.601,0.267,0.9492,4.215254151224395,7
0.153,0.711,0.136,-0.0258,4.128748625743021,7
0.026,0.662,0.312,0.9568,4.174113467059354,7
0.104,0.645,0.251,0.802,4.203480743086742,7
0.167,0.59,0.243,0.8861,4.216248305879593,7
0.078,0.379,0.543,0.9563,4.205603179396171,7
0.116,0.725,0.159,0.8329,4.20646834219273,7
0.237,0.624,0.138,-0.8271,4.2003947062883045,7
0.011,0.752,0.238,0.9901,4.188001753534364,7
0.16,0.613,0.227,0.6187,4.209491313369013,7
0.108,0.631,0.261,0.959,4.228356192653796,7
0.087,0.534,0.379,0.9739,4.250149235198675,7
0.0,0.704,0.296,0.9757,4.234829215774256,7
0.188,0.534,0.277,0.8805,4.2217280652448,7
0.156,0.702,0.141,-0.3758,4.192405065765646,7
0.156,0.663,0.181,0.3952,4.15241756660003,7
0.219,0.558,0.222,-0.4011,4.185480742073634,7
0.134,0.671,0.194,0.9673,4.15635405908848,7
0.24,0.519,0.241,0.0204,4.170224611157783,7
0.146,0.505,0.349,0.9669,4.1882232074233885,7
0.095,0.726,0.18,0.7845,4.200338637475436,7
0.112,0.763,0.125,-0.1779,4.146162447043525,7
0.126,0.607,0.267,0.9543,4.147685089299683,7
0.101,0.816,0.082,-0.6395,4.181542937809684,7
0.344,0.535,0.121,-0.9847,4.21221221717843,7
0.212,0.557,0.231,0.3103,4.159007259002955,7
0.197,0.595,0.209,-0.25,4.18289991097642,7
0.181,0.372,0.447,0.996,4.226718184708577,7
0.188,0.617,0.195,-0.6222,4.144991309953462,7
0.355,0.504,0.141,-0.9854,4.165065643250205,7
0.083,0.683,0.234,0.9397,4.230366940114224,7
0.154,0.531,0.314,0.9445,4.204589764590217,7
0.127,0.515,0.358,0.9485,4.22452032798016,7
0.063,0.515,0.423,0.9882,4.170247426483634,7
0.108,0.64,0.253,0.9393,4.171194341817188,7
0.098,0.68,0.221,0.9404,4.192823050648955,7
0.056,0.73,0.214,0.9844,4.197558403072847,7
0.177,0.601,0.222,0.2247,4.22185620505903,7
0.102,0.703,0.194,0.961,4.142366401935148,7
0.116,0.723,0.161,0.7269,4.200052458031282,7
0.189,0.729,0.082,-0.9897,4.191258125553492,7
0.307,0.53,0.163,-0.9626,4.220038388994936,7
0.077,0.565,0.358,0.9758,4.197182373640041,7
0.086,0.61,0.304,0.9831,4.208108036167283,7
0.08,0.584,0.336,0.993,4.244876355414013,7
0.086,0.716,0.197,0.8225,4.153849387536427,7
0.136,0.627,0.237,0.9757,4.170863873046747,7
0.147,0.571,0.281,0.8387,4.244896709022654,7
0.114,0.658,0.228,0.9745,4.190313219662318,7
0.181,0.673,0.146,-0.886,4.1952809664836535,7
0.122,0.653,0.226,0.9875,4.142514301525347,7
0.095,0.701,0.205,0.985,4.21877532501295,7
0.178,0.496,0.326,0.986,4.256226120515712,7
0.102,0.725,0.173,0.9197,4.221336792962478,7
0.058,0.724,0.218,0.9313,4.178690031954837,7
0.075,0.572,0.353,0.99,4.217287909654916,7
0.141,0.686,0.173,0.1531,4.100232271164595,7
0.122,0.592,0.286,0.9801,4.194515523312009,7
0.247,0.535,0.217,-0.9672,4.242921445708107,7
0.131,0.59,0.279,0.9835,4.152773451790331,7
0.226,0.572,0.201,-0.4559,4.240924279173721,7
0.266,0.508,0.226,-0.7268,4.187934729523131,7
0.171,0.632,0.197,0.6749,4.235035979407525,7
0.26,0.59,0.15,-0.969,4.277418000892859,7
0.235,0.635,0.13,-0.9695,4.149176995743357,7
0.171,0.625,0.204,0.8391,4.238302911013511,7
0.109,0.634,0.256,0.8687,4.204321474598537,7
0.0,0.764,0.236,0.9531,4.1675428502035885,7
0.173,0.485,0.343,0.8813,4.1427702313483135,7
0.112,0.725,0.163,0.6449,4.19367642389301,7
0.195,0.652,0.153,-0.7586,4.197627430769795,7
0.118,0.629,0.253,0.9227,4.137400159216401,7
0.168,0.56,0.272,0.836,4.075475905234898,7
0.142,0.645,0.212,0.8571,4.158529012437406,7
0.172,0.638,0.19,0.0534,4.221188907099401,7
0.134,0.716,0.15,0.4404,4.235524180485853,7
0.182,0.631,0.187,-0.7564,4.194209407419985,7
0.24,0.664,0.096,-0.9804,4.2183803745124395,7
0.289,0.503,0.208,-0.9073,4.194672197746832,7
0.07,0.717,0.212,0.8519,4.167760376603935,7
0.234,0.631,0.135,-0.8988,4.205936980673545,7
0.238,0.588,0.174,-0.8634,4.181923358698912,7
0.174,0.668,0.158,-0.8458,4.211020994282948,7
0.255,0.567,0.178,-0.9827,4.183852061851393,7
0.203,0.681,0.116,-0.9884,4.203953981131948,7
0.094,0.714,0.192,0.9745,4.194484472493786,7
0.184,0.576,0.24,0.8746,4.212299824099666,7
0.105,0.639,0.256,0.9921,4.2441371867997795,7
0.087,0.674,0.239,0.9855,4.2756036608786,7
0.021,0.706,0.273,0.9783,4.287303897334173,7
0.029,0.629,0.342,0.9963,4.194191143414444,7
0.171,0.656,0.172,0.0456,4.232665325895615,7
0.092,0.618,0.29,0.9765,4.164102424944449,7
0.104,0.772,0.124,0.5719,4.129787392991783,7
0.086,0.659,0.256,0.9744,4.184784926360829,7
0.1,0.696,0.204,0.9962,4.183568934812891,7
0.045,0.656,0.299,0.9937,4.225878824657233,7
0.07,0.785,0.145,0.7688,4.153276286327873,7
0.123,0.757,0.121,0.2263,4.09570913358363,7
0.201,0.605,0.194,-0.0052,4.215410288477094,7
0.152,0.692,0.156,0.0792,4.117667734940625,7
0.1,0.755,0.145,0.3597,4.14035899074196,7
0.196,0.647,0.157,-0.7769,4.236163043705135,7
0.244,0.553,0.202,-0.9422,4.208071951122882,7
0.134,0.671,0.196,0.9705,4.2346889457685615,7
0.089,0.716,0.195,0.965,4.237974310768024,7
0.097,0.737,0.166,0.8928,4.198849547730601,7
0.102,0.659,0.239,0.9949,4.187711569793638,7
0.219,0.637,0.144,-0.9939,4.213022333116372,7
0.016,0.61,0.374,0.9931,4.136936921471737,7
0.084,0.672,0.243,0.9497,4.229838018984908,7
0.152,0.682,0.166,0.6509,4.255855552373175,7
0.032,0.796,0.172,0.9676,4.251815370027814,7
0.128,0.758,0.114,-0.2263,4.207928695876342,7
0.073,0.654,0.274,0.9652,4.24660107507239,7
0.167,0.683,0.15,-0.5046,4.215946330673487,7
0.169,0.665,0.166,0.5333,4.220033644900152,7
0.026,0.571,0.403,0.9925,4.195977591863244,7
0.0,0.566,0.434,0.9694,4.103479152772517,7
0.045,0.691,0.265,0.9979,4.212125119095721,7
0.057,0.675,0.268,0.9852,4.168264043493136,7
0.119,0.615,0.266,0.9658,4.1809763790176975,7
0.0,0.484,0.516,0.9955,4.197925048912669,7
0.048,0.771,0.181,0.9908,4.250214233862528,7
0.061,0.607,0.332,0.9957,4.2201449811250935,7
0.068,0.661,0.271,0.9707,4.183392201718151,7
0.114,0.614,0.272,0.9772,4.2397665091290895,7
0.106,0.815,0.08,-0.5859,4.169926018708602,7
0.118,0.779,0.104,-0.0675,4.18498826626794,7
0.116,0.705,0.179,0.9761,4.223880106186461,7
0.177,0.48,0.342,0.6705,4.157437425228211,7
0.0,0.649,0.351,0.9788,4.256562106106904,7
0.13,0.676,0.194,0.743,4.262428642437441,7
0.165,0.527,0.308,0.944,4.118030457069798,7
0.206,0.633,0.161,-0.4019,4.054285993211611,7
0.155,0.526,0.318,0.8968,4.070926935777876,7
0.262,0.631,0.107,-0.9708,4.137748264567723,7
0.153,0.62,0.227,0.983,4.203837976618587,7
0.135,0.537,0.329,0.9432,4.221605186146143,7
0.24,0.652,0.108,-0.9654,4.182792281892916,7
0.183,0.637,0.18,0.463,4.2408262308574765,7
0.109,0.741,0.151,0.9565,4.245248276665493,7
0.087,0.66,0.254,0.7964,4.115461122754381,7
0.041,0.729,0.23,0.9731,4.191715087883652,7
0.0,0.684,0.316,0.9664,4.2753936089062865,7
0.092,0.753,0.155,0.9313,4.1986628125226435,7
0.049,0.525,0.426,0.9864,4.191986665865715,7
0.021,0.745,0.234,0.9928,4.1941117684989715,7
0.169,0.648,0.183,0.0772,4.131372430230119,7
0.127,0.677,0.196,0.9901,4.246425946842246,7
0.104,0.657,0.239,0.9963,4.218009819241182,7
0.129,0.655,0.216,0.9402,4.146687869390885,7
0.203,0.592,0.206,0.1677,4.216296386545349,7
0.19,0.616,0.194,0.1174,4.166907982514648,7
0.133,0.586,0.281,0.903,4.156192631412455,7
0.065,0.583,0.352,0.9593,4.136724909067688,7
0.101,0.606,0.293,0.9794,4.187187498702587,7
0.095,0.563,0.342,0.9831,4.185663315974399,7
0.056,0.782,0.163,0.9441,4.169796300696118,7
0.117,0.534,0.349,0.9739,4.192518106245604,7
0.188,0.52,0.292,0.9274,4.2405675807551715,7
0.084,0.777,0.139,0.6124,4.1722784770547126,7
0.231,0.61,0.159,-0.9761,4.1838143796254315,7
0.137,0.599,0.264,0.9955,4.18663248504212,7
0.122,0.655,0.223,0.9908,4.183542453569587,7
0.186,0.656,0.157,-0.8924,4.170787521955886,7
0.111,0.488,0.401,0.9747,4.1205551072541295,7
0.156,0.697,0.147,0.241,4.1830938191976,7
0.119,0.704,0.178,0.8966,4.193573276053643,7
0.028,0.725,0.247,0.99,4.205223019358634,7
0.069,0.825,0.106,0.9405,4.182268784378518,7
0.055,0.783,0.162,0.9882,4.251758950620822,7
0.104,0.635,0.261,0.9272,4.1997598984053495,7
0.0,0.617,0.383,0.9773,4.200411936522737,7
0.01,0.805,0.186,0.9881,4.202868003335502,7
0.135,0.6,0.264,0.8689,4.257438650881491,7
0.212,0.521,0.267,0.6249,4.079580633020687,7
0.115,0.638,0.247,0.9908,4.198092737304526,7
0.145,0.768,0.087,-0.7003,4.193753735362179,7
0.225,0.531,0.244,-0.0418,4.164580562119304,7
0.137,0.725,0.137,-0.0036,4.175710092674953,7
0.167,0.565,0.269,0.9732,4.22288258664631,7
0.161,0.57,0.269,0.9286,4.1923811316812944,7
0.066,0.601,0.333,0.993,4.193942230856256,7
0.13,0.676,0.194,0.9865,4.199301125000862,7
0.0,0.427,0.573,0.9503,4.16736455372156,7
0.143,0.628,0.229,0.9351,4.173989320020721,7
0.106,0.582,0.312,0.9708,4.194826729725106,7
0.0,0.602,0.398,0.9531,4.233085144605912,7
0.071,0.76,0.169,0.7988,4.188196958192437,7
0.05,0.637,0.313,0.9674,4.086020100631677,7
0.199,0.584,0.217,0.2023,4.171555821488006,7
0.056,0.628,0.316,0.9674,4.17486602408272,7
0.082,0.586,0.332,0.9802,4.18585263747421,7
0.077,0.554,0.369,0.9712,4.220988693413439,7
0.066,0.631,0.303,0.9865,4.177700257994388,7
0.076,0.742,0.182,0.8481,4.15407722700397,7
0.043,0.733,0.225,0.8868,4.2685745903211805,7
0.149,0.677,0.174,0.8144,4.228717159284256,7
0.105,0.538,0.356,0.9801,4.177091607369421,7
0.106,0.596,0.298,0.9921,4.214006746467086,7
0.137,0.691,0.172,0.5574,4.21071798284688,7
0.076,0.698,0.226,0.9039,4.1665179207914225,7
0.253,0.622,0.125,-0.9867,4.170909075647506,7
0.156,0.589,0.255,0.8885,4.194473673027522,7
0.121,0.536,0.344,0.984,4.205197971996896,7
0.067,0.508,0.425,0.9896,4.19565241014386,7
0.061,0.705,0.234,0.9633,4.175823477876891,7
0.125,0.658,0.217,0.7184,4.143985587355804,7
0.134,0.688,0.177,0.5,4.16874565587819,7
0.216,0.559,0.225,-0.1531,4.166205425578359,7
0.133,0.641,0.226,0.9669,4.237620206372823,7
0.134,0.816,0.05,-0.8271,4.178778664316502,7
0.155,0.707,0.138,0.0057,4.1794187884785154,7
0.131,0.592,0.277,0.9666,4.171425458690577,7
0.09,0.769,0.142,0.956,4.243934216544234,7
0.015,0.563,0.423,0.9948,4.204849358117611,7
0.229,0.63,0.141,-0.7634,4.216568436029926,7
0.215,0.678,0.107,-0.9432,4.19678768857446,7
0.168,0.528,0.304,0.9303,4.1798274087164495,7
0.012,0.569,0.419,0.9907,4.195398407716734,7
0.0,0.358,0.642,0.9509,4.028901870673838,7
0.066,0.758,0.176,0.7985,4.176556918365436,7
0.0,0.602,0.398,0.9869,4.145566589419589,7
0.058,0.653,0.289,0.9975,4.205267256725269,7
0.071,0.661,0.268,0.9634,4.170066610375877,7
0.052,0.523,0.425,0.9933,4.194479326703102,7
0.099,0.606,0.294,0.9791,4.223557353384995,7
0.12,0.624,0.256,0.9899,4.231043432831113,7
0.118,0.746,0.137,0.1896,4.1960625169344725,7
0.124,0.554,0.323,0.9953,4.269128622860163,7
0.064,0.553,0.383,0.9847,4.187477844539985,7
0.06,0.681,0.259,0.9667,4.202351516570444,7
0.077,0.763,0.16,0.8051,4.2142060228912435,7
0.057,0.645,0.298,0.9925,4.114760761937203,7
0.196,0.697,0.107,-0.6801,4.2300491018327016,7
0.201,0.529,0.269,0.9581,4.233083095284308,7
0.257,0.587,0.156,-0.9923,4.2477717008250835,7
0.188,0.613,0.2,-0.0577,4.205426377224508,7
0.213,0.427,0.36,0.9465,4.188456158816558,7
0.087,0.709,0.203,0.9904,4.1989328598746125,7
0.079,0.707,0.214,0.9754,4.158814697577552,7
0.183,0.603,0.214,0.0772,4.1319273694554255,7
0.157,0.717,0.126,-0.8948,4.225461018062542,7
0.144,0.774,0.082,-0.8169,4.176036753855984,7
0.059,0.536,0.405,0.9954,4.1754437900464465,7
0.073,0.71,0.217,0.9898,4.198192798010563,7
0.117,0.71,0.172,0.765,4.201130823903666,7
0.156,0.743,0.102,-0.8871,4.195398284743749,7
0.188,0.686,0.126,-0.9509,4.153845771904531,7
0.192,0.699,0.109,-0.9007,4.147031865124829,7
0.149,0.666,0.185,0.5842,4.218759625863741,7
0.131,0.788,0.081,-0.6808,4.194041829455005,7
0.174,0.596,0.23,0.7936,4.205768502248219,7
0.073,0.621,0.306,0.9612,4.182511342807379,7
0.147,0.636,0.217,0.8023,4.1635185538606505,7
0.188,0.67,0.141,-0.8297,4.241064060648668,7
0.179,0.547,0.274,0.861,4.206385488425516,7
0.169,0.625,0.207,0.7198,4.180131924877769,7
0.13,0.581,0.288,0.9927,4.179732400485072,7
0.058,0.681,0.262,0.9907,4.203070242259984,7
0.035,0.676,0.289,0.9702,4.165137799244855,7
0.093,0.569,0.339,0.9886,4.1899189791609635,7
0.149,0.639,0.213,0.9739,4.217164786420284,7
0.177,0.57,0.253,0.9359,4.216230570285795,7
0.12,0.721,0.159,0.8912,4.190692935754587,7
0.104,0.606,0.29,0.9881,4.196050561890839,7
0.087,0.759,0.154,0.9565,4.203819934036456,7
0.163,0.682,0.154,-0.3565,4.176425266971418,7
0.267,0.513,0.219,-0.7351,4.230688915254734,7
0.123,0.696,0.181,0.9139,4.195592681375863,7
0.178,0.605,0.217,0.8793,4.230616532516476,7
0.158,0.62,0.222,0.9427,4.151519143873338,7
0.243,0.652,0.105,-0.8719,4.277240006381775,7
0.068,0.641,0.291,0.9892,4.2025087340873375,7
0.15,0.534,0.317,0.9952,4.2107889972077714,7
0.066,0.595,0.339,0.9933,4.165753410842976,7
0.066,0.618,0.315,0.997,4.184565414596467,7
0.074,0.692,0.233,0.9851,4.184598800269851,7
0.09,0.552,0.358,0.9855,4.280305699062722,7
0.176,0.429,0.395,0.9543,4.246152515065974,7
0.093,0.726,0.18,0.9952,4.221150396000826,7
0.111,0.651,0.239,0.9918,4.192388273760628,7
0.132,0.727,0.142,0.7599,4.1867543288197,7
0.103,0.65,0.247,0.9753,4.235341206573707,7
0.094,0.594,0.311,0.9605,4.136559905360594,7
0.188,0.572,0.24,0.8977,4.234863972835486,7
0.164,0.498,0.338,0.9099,4.110107780610824,7
0.119,0.555,0.327,0.9928,4.187946090094438,7
0.185,0.602,0.213,0.5099,4.201234326882721,7
0.065,0.728,0.206,0.9913,4.225697547441222,7
0.049,0.661,0.29,0.9978,4.166348518440877,7
0.05,0.709,0.241,0.9889,4.227958236721771,7
0.037,0.884,0.079,0.4767,4.129081293214407,7
0.247,0.526,0.226,-0.4019,4.22637775715652,7
0.21,0.626,0.164,-0.9324,4.216183895762086,7
0.127,0.694,0.179,0.988,4.202493158286183,7
0.089,0.732,0.179,0.6705,4.193208356539298,7
0.09,0.781,0.13,0.34,4.143126333348971,7
0.115,0.653,0.232,0.966,4.149640160286925,7
0.051,0.74,0.208,0.9831,4.198401665520881,7
0.031,0.776,0.193,0.9877,4.190103274443877,7
0.119,0.6,0.28,0.997,4.197162031195462,7
0.274,0.48,0.247,-0.9262,4.188812372967119,7
0.0,0.796,0.204,0.9201,4.168885042049246,7
0.126,0.731,0.143,0.34,4.236744481699774,7
0.045,0.648,0.307,0.9864,4.162956152761495,7
0.163,0.608,0.23,0.8176,4.159968939653356,7
0.114,0.573,0.313,0.96,4.216778075736027,7
0.056,0.611,0.333,0.959,4.168301034497244,7
0.056,0.699,0.245,0.9962,4.198368468256359,7
0.126,0.564,0.309,0.9796,4.145482527086008,7
0.0,0.937,0.063,0.7579,4.109757050708478,7
0.1,0.735,0.165,0.9875,4.22989644881169,7
0.226,0.564,0.21,-0.7928,4.1799524404814035,7
0.147,0.578,0.275,0.94,4.203338102241107,7
0.118,0.574,0.308,0.995,4.208430068733897,7
0.338,0.489,0.174,-0.9972,4.239692936622373,7
0.215,0.621,0.164,-0.9465,4.1996202386353785,7
0.154,0.674,0.172,0.4147,4.1955643505899625,7
0.186,0.631,0.183,-0.3912,4.218420781614178,7
0.266,0.588,0.146,-0.9849,4.1884799926752825,7
0.0,0.78,0.22,0.8402,4.064122890227337,7
0.095,0.672,0.232,0.9291,4.121131533049899,7
0.282,0.522,0.196,-0.9914,4.199231443875611,7
0.17,0.64,0.189,0.3352,4.181350048698507,7
0.196,0.573,0.231,0.1842,4.1741156160352295,7
0.206,0.574,0.22,-0.5658,4.189432097215866,7
0.0,0.463,0.537,0.9657,4.055683034278267,7
0.239,0.504,0.257,-0.5313,4.159548225929561,7
0.059,0.685,0.256,0.9845,4.242833345447395,7
0.106,0.692,0.202,0.8218,4.22074058511545,7
0.033,0.622,0.345,0.9686,4.12857050676664,7
0.184,0.622,0.195,-0.1448,4.200501347558269,7
0.059,0.603,0.337,0.9945,4.188861564607375,7
0.08,0.756,0.164,0.9339,4.190247967453809,7
0.0,0.573,0.427,0.9905,4.131066233756208,7
0.161,0.65,0.189,0.6623,4.233700333587607,7
0.0,0.804,0.196,0.8979,4.1474923710880605,7
0.116,0.69,0.194,0.9746,4.259619623195022,7
0.276,0.547,0.177,-0.9637,4.185143560397517,7
0.026,0.704,0.27,0.9565,4.103518150381824,7
0.116,0.63,0.255,0.9846,4.1952174719026445,7
0.111,0.739,0.15,0.9442,4.224184541300098,7
0.061,0.639,0.3,0.976,4.08197272229609,7
0.138,0.64,0.222,0.8453,4.153148946476152,7
0.126,0.664,0.21,0.8935,4.228567207741399,7
0.355,0.516,0.129,-0.9686,4.208771131590576,7
0.134,0.686,0.181,0.34,4.1848314549004,7
0.04,0.679,0.281,0.9967,4.158041909901971,7
0.172,0.687,0.14,-0.2844,4.235891517313261,7
0.203,0.621,0.176,-0.7615,4.2095359138126245,7
0.1,0.789,0.111,0.1531,4.154522443082256,7
0.129,0.624,0.247,0.9118,4.2421116874428995,7
0.129,0.668,0.203,0.938,4.22558742605126,7
0.215,0.739,0.046,-0.8792,4.158878404646404,7
0.163,0.596,0.241,0.9439,4.1972722154035775,7
0.147,0.649,0.203,0.9703,4.235170181184957,7
0.087,0.675,0.238,0.9941,4.150296888389901,7
0.189,0.592,0.218,0.4215,4.126242378371408,7
0.174,0.6,0.226,0.8874,4.170032833252049,7
0.208,0.663,0.129,-0.9905,4.206706106341172,7
0.219,0.594,0.187,-0.8429,4.244979192775958,7
0.246,0.546,0.208,-0.8759,4.210824712744175,7
0.254,0.62,0.126,-0.9946,4.2241135008486115,7
0.136,0.703,0.161,0.6557,4.227079974961319,7
0.051,0.614,0.334,0.9923,4.142444664127606,7
0.028,0.525,0.448,0.9924,4.103750105280102,7
0.082,0.726,0.192,0.9393,4.208878349964202,7
0.141,0.651,0.207,0.9504,4.227723822541833,7
0.135,0.615,0.25,0.9525,4.228865801646758,7
0.267,0.592,0.142,-0.8329,4.066932930188102,7
0.076,0.534,0.389,0.9918,4.164593473627238,7
0.051,0.608,0.342,0.992,4.178481046417881,7
0.105,0.689,0.206,0.982,4.22094218650122,7
0.1,0.598,0.301,0.991,4.191634391541582,7
0.092,0.652,0.256,0.9794,4.211755442570227,7
0.126,0.644,0.23,0.9246,4.245978762865752,7
0.085,0.724,0.191,0.9877,4.208783014087173,7
0.094,0.686,0.22,0.9857,4.240182406873673,7
0.178,0.71,0.112,-0.6786,4.240032138835468,7
0.123,0.648,0.229,0.9783,4.23187150009661,7
0.06,0.847,0.093,0.4767,4.237297624549196,7
0.188,0.56,0.252,0.8494,4.2098681470110915,7
0.179,0.647,0.174,0.0772,4.2728173807148995,7
0.12,0.69,0.19,0.8398,4.20291264785395,7
0.096,0.681,0.223,0.8588,4.078980169145195,7
0.056,0.727,0.218,0.9355,4.209006316668603,7
0.102,0.657,0.241,0.9477,4.135969762180041,7
0.152,0.612,0.236,0.7499,4.17680286157221,7
0.168,0.682,0.15,-0.4077,4.16824540621486,7
0.276,0.587,0.137,-0.9687,4.194184178015665,7
0.169,0.714,0.117,-0.964,4.224616982029868,7
0.0,0.554,0.446,0.9896,4.169610347211372,7
0.031,0.648,0.32,0.9862,4.204657231211908,7
0.083,0.69,0.227,0.989,4.215895734749057,7
0.089,0.683,0.228,0.9964,4.253579236906398,7
0.171,0.589,0.24,0.9217,4.2060276483998615,7
0.176,0.651,0.173,-0.2815,4.262588821650563,7
0.25,0.661,0.089,-0.9756,4.183928303499631,7
0.141,0.637,0.222,0.9497,4.201023659945747,7
0.109,0.471,0.419,0.9921,4.1950230517447755,7
0.062,0.621,0.316,0.9882,4.205047479749116,7
0.237,0.517,0.246,0.3699,4.211608908334614,7
0.064,0.705,0.231,0.9218,4.170156068974139,7
0.215,0.559,0.226,0.1027,4.202058218998061,7
0.0,0.757,0.243,0.9732,4.236289036375519,7
0.137,0.779,0.084,-0.3944,4.177843574145414,7
0.125,0.656,0.219,0.9118,4.172125911470773,7
0.12,0.608,0.272,0.9932,4.21456159210252,7
0.132,0.692,0.176,0.753,4.179041616507199,7
0.174,0.691,0.135,-0.4754,4.177967063391922,7
0.038,0.839,0.123,0.9794,4.178175990892862,7
0.075,0.762,0.163,0.9218,4.198608978872688,7
0.145,0.546,0.309,0.9878,4.265656693606812,7
0.057,0.745,0.198,0.9706,4.268224027580217,7
0.112,0.691,0.197,0.9589,4.177594616541417,7
0.235,0.642,0.123,-0.875,4.18866932747399,7
0.281,0.545,0.174,-0.9763,4.179511585948734,7
0.283,0.573,0.144,-0.9777,4.15327164821327,7
0.118,0.596,0.285,0.9298,4.164563894518129,7
0.22,0.6,0.18,-0.7193,4.227713446886136,7
0.137,0.591,0.272,0.9948,4.223328673926947,7
0.046,0.72,0.233,0.9819,4.162824322051902,7
0.047,0.687,0.266,0.9456,4.137696071297166,7
0.043,0.556,0.401,0.9926,4.159034302929955,7
0.211,0.595,0.194,-0.1362,4.241338207517611,7
0.135,0.739,0.126,-0.2263,4.257180277444795,7
0.149,0.572,0.279,0.9423,4.138578268748905,7
0.199,0.604,0.196,-0.204,4.1797644371923175,7
0.137,0.678,0.185,0.7665,4.2615767834940455,7
0.143,0.661,0.196,0.951,4.216780596826761,7
0.306,0.516,0.177,-0.9649,4.207880409586975,7
0.146,0.68,0.173,0.4442,4.153230969675959,7
0.123,0.598,0.28,0.9752,4.192471714453067,7
0.235,0.493,0.272,0.2263,4.135597846997328,7
0.194,0.53,0.276,0.8504,4.246598218573727,7
0.172,0.647,0.181,0.3655,4.249040669362222,7
0.227,0.544,0.229,-0.1424,4.200011870950188,7
0.182,0.62,0.197,-0.2698,4.191184597137192,7
0.156,0.579,0.265,0.8922,4.222189519001087,7
0.155,0.674,0.171,0.1674,4.232135262010268,7
0.155,0.697,0.148,-0.5053,4.253879223797137,7
0.138,0.668,0.194,0.6697,4.194852355477926,7
0.208,0.667,0.125,-0.759,4.141472844968711,7
0.16,0.691,0.149,-0.5695,4.212128666540519,7
0.138,0.668,0.194,0.6697,4.194852355477926,7
0.152,0.732,0.116,-0.3204,4.203331893509164,7
0.255,0.587,0.158,-0.9621,4.175002192975589,7
0.128,0.719,0.153,0.1352,4.15739276358811,7
0.133,0.534,0.332,0.9637,4.165350775975565,7
0.065,0.503,0.431,0.9953,4.247761810305991,7
0.121,0.699,0.18,0.8768,4.2007694243214635,7
0.148,0.562,0.29,0.8074,4.126172884927915,7
0.122,0.563,0.315,0.9418,4.184487171490488,7
0.154,0.651,0.195,0.9539,4.23062107082813,7
0.051,0.74,0.209,0.9468,4.182643476830737,7
0.041,0.691,0.268,0.9876,4.187408677159455,7
0.078,0.593,0.329,0.9769,4.20541862087163,7
0.135,0.639,0.226,0.9559,4.180426849099024,7
0.112,0.649,0.239,0.8658,4.141924962045889,7
0.062,0.633,0.305,0.9978,4.216660529554835,7
0.135,0.729,0.137,-0.203,4.120067046767267,7
0.146,0.689,0.165,0.9349,4.233349914788996,7
0.17,0.517,0.313,0.9783,4.200852959577595,7
0.062,0.677,0.262,0.9502,4.176405204121698,7
0.078,0.669,0.252,0.9416,4.112558305689939,7
